run	Sample	reference	biosample
240329_VH00163_95_AAFCNC7M5	016_S33_S33_a1	CAG_EGFP_ITR_corrected	S9
240329_VH00163_95_AAFCNC7M5	016_S34_S34_a1	CAG_EGFP_ITR_corrected	S10
240329_VH00163_95_AAFCNC7M5	016_S35_S35_a1	CAG_EGFP_ITR_corrected	S11
240329_VH00163_95_AAFCNC7M5	016_S36_S36_a1	CAG_EGFP_ITR_corrected	S12
240329_VH00163_95_AAFCNC7M5	016_S3_S3_a1	CAG_EGFP_ITR_corrected	S3
240329_VH00163_95_AAFCNC7M5	016_S4_S4_a1	CAG_EGFP_ITR_corrected	S4
240329_VH00163_95_AAFCNC7M5	016_S5_S5_a1	CAG_EGFP_ITR_corrected	S5
240329_VH00163_95_AAFCNC7M5	016_S6_S6_a1	CAG_EGFP_ITR_corrected	S6
240329_VH00163_95_AAFCNC7M5	016_S7_S7_a1	CAG_EGFP_ITR_corrected	S7
240329_VH00163_95_AAFCNC7M5	016_S8_S8_a1	CAG_EGFP_ITR_corrected	S8
240329_VH00163_95_AAFCNC7M5	016_S9_S9_a1	CAG_EGFP_ITR_corrected	S9
240405_M05240_0149_000000000-L9FLR	AAVIS-vector-prep-2nd-strand_S4_a1	CAG_EGFP_ITR_corrected	S4
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-1-2nd-strand_S1_a1	CAG_EGFP_ITR_corrected	S1
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-1-anneal_S5_a1	CAG_EGFP_ITR_corrected	S5
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-2-2nd-strand_S2_a1	CAG_EGFP_ITR_corrected	S2
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-2-anneal_S6_a1	CAG_EGFP_ITR_corrected	S6
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-3-2nd-strand_S3_a1	CAG_EGFP_ITR_corrected	S3
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-3-anneal_S7_a1	CAG_EGFP_ITR_corrected	S7
240328_VH00163_94_AAFJHJGM5	AAVIS_vector_prep_2nd_strand_S4_a1	CAG_EGFP_ITR_corrected	S4
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_1_2nd_strand_S1_a1	CAG_EGFP_ITR_corrected	S1
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_1_anneal_S5_a1	CAG_EGFP_ITR_corrected	S5
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_2_2nd_strand_S2_a1	CAG_EGFP_ITR_corrected	S2
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_2_anneal_S6_a1	CAG_EGFP_ITR_corrected	S6
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_3_2nd_strand_S3_a1	CAG_EGFP_ITR_corrected	S3
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_3_anneal_S7_a1	CAG_EGFP_ITR_corrected	S7
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1711_S8_a1	CAG_EGFP_ITR_corrected	S8
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1712_S9_a1	CAG_EGFP_ITR_corrected	S9
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1713_S10_a1	CAG_EGFP_ITR_corrected	S10
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1714_S11_a1	CAG_EGFP_ITR_corrected	S11
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1715_S12_a1	CAG_EGFP_ITR_corrected	S12
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1716_S13_a1	CAG_EGFP_ITR_corrected	S13
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1723_S14_a1	CAG_EGFP_ITR_corrected	S14
